Heading A	Heading B	Heading C	Heading D	url A	url B	url C	url D	Long_Name	Short_Name	Units	Static_colourbar_url	Dynamic_colourbar_url	delta_t(yy/mm/dd/hr/mn/ss)
Water	1km	day	7	_ims_metopc_tir_qnrt_p7_	w01	_day	_global_g0.5_qc0	"IMS-H2O (1km, 1day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w01.png	empty	empty
Water	4km	day	7	_ims_metopc_tir_qnrt_p7_	w04	_day	_global_g0.5_qc0	"IMS-H2O (4km, 1day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w04.png	empty	empty
Water	8km	day	7	_ims_metopc_tir_qnrt_p7_	w08	_day	_global_g0.5_qc0	"IMS-H2O (8km, 1day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w08.png	empty	empty
Water	11km	day	7	_ims_metopc_tir_qnrt_p7_	w11	_day	_global_g0.5_qc0	"IMS-H2O (11km, 1day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w11.png	empty	empty
Water	15km	day	7	_ims_metopc_tir_qnrt_p7_	w15	_day	_global_g0.5_qc0	"IMS-H2O (15km, 1day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w15.png	empty	empty
Water	20km	day	7	_ims_metopc_tir_qnrt_p7_	w20	_day	_global_g0.5_qc0	"IMS-H2O (20km, 1day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w20.png	empty	empty
Water	TPW	night	7	_ims_metopc_tir_qnrt_p7_	tpw	_night	_global_g0.5_qc0	IMS-TPW (1night)	TPW	mm	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_tpw.png	empty	empty
Water	1km	night	7	_ims_metopc_tir_qnrt_p7_	w01	_night	_global_g0.5_qc0	"IMS-H2O (1km, 1night)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w01.png	empty	empty
Water	4km	night	7	_ims_metopc_tir_qnrt_p7_	w04	_night	_global_g0.5_qc0	"IMS-H2O (4km, 1night)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w04.png	empty	empty
Water	8km	night	7	_ims_metopc_tir_qnrt_p7_	w08	_night	_global_g0.5_qc0	"IMS-H2O (8km, 1night)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w08.png	empty	empty
Water	11km	night	7	_ims_metopc_tir_qnrt_p7_	w11	_night	_global_g0.5_qc0	"IMS-H2O (11km, 1night)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w11.png	empty	empty
Water	15km	night	7	_ims_metopc_tir_qnrt_p7_	w15	_night	_global_g0.5_qc0	"IMS-H2O (15km, 1night)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w15.png	empty	empty
Water	20km	night	7	_ims_metopc_tir_qnrt_p7_	w20	_night	_global_g0.5_qc0	"IMS-H2O (20km, 1night)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w20.png	empty	empty
#													
# Monthly mean													
#													
Aerosol	H2SO4	day	Month	_ims_metopc_tir_qnrt_	aot0	_day	_global_g0.5_qc0	"IMS-Aerosol (H2SO4 AOT, MM_day)"	H2SO4	empty	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_aot0.png	empty	mm_1
Aerosol	Dust	day	Month	_ims_metopc_tir_qnrt_	aot1	_day	_global_g0.5_qc0	"IMS-Aerosol (Dust AOT, MM_day)"	Dust	empty	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_aot1.png	empty	mm_1
Aerosol	H2SO4	night	Month	_ims_metopc_tir_qnrt_	aot0	_night	_global_g0.5_qc0	"IMS-Aerosol (H2SO4 AOT, MM_day)"	AOT0	empty	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_aot0.png	empty	mm_1
Aerosol	Dust	night	Month	_ims_metopc_tir_qnrt_	aot1	_night	_global_g0.5_qc0	"IMS-Aerosol (Dust AOT, MM_day)"	AOT1	empty	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_aot1.png	empty	mm_1
AVHRR	False Colour	day	Month	_ims_metopc_tir_qnrt_	avhrr	_day	_global_g0.5_qc0	"IMS-Image (AVHRR, MM_day)"	AVHRR	empty	empty	empty	mm_1
AVHRR	False Colour	night	Month	_ims_metopc_tir_qnrt_	avhrr	_night	_global_g0.5_qc0	"IMS-Image (AVHRR, MMnight)"	AVHRR	empty	empty	empty	mm_1
CH3OH	Column_Average	day	Month	_ims_metopc_tir_qnrt_	ch3oh	_day	_global_g0.5_qc0	IMS-CH3OH (MM_day)	CH3OH	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_ch3oh.png	empty	mm_1
CH3OH	Column_Average	night	Month	_ims_metopc_tir_qnrt_	ch3oh	_night	_global_g0.5_qc0	IMS-CH3OH (MMnight)	CH3OH	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_ch3oh.png	empty	mm_1
Cloud	Fraction*height	day	Month	_ims_metopc_tir_qnrt_	cfh	_day	_global_g0.5_qc0	"IMS-Effective Cloud (CTF*CTH/5, MM_day)"	Cld.Eff.Hgt	km	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_cfh.png	empty	mm_1
Cloud	Fraction	day	Month	_ims_metopc_tir_qnrt_	cfr	_day	_global_g0.5_qc0	"IMS-Cloud (CTF, MM_day)"	Cld.Frac	empty	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_cfr.png	empty	mm_1
Cloud	Height	day	Month	_ims_metopc_tir_qnrt_	cth	_day	_global_g0.5_qc0	"IMS-Cloud (CTh, MM_day)"	Cld.Hgt	km	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_cth.png	empty	mm_1
Cloud	Fraction*height	night	Month	_ims_metopc_tir_qnrt_	cfh	_night	_global_g0.5_qc0	"IMS-Effective Cloud (CTF*CTH/5, MMnight)"	Cld.Eff.Hgt	km	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_cfh.png	empty	mm_1
Cloud	Fraction	night	Month	_ims_metopc_tir_qnrt_	cfr	_night	_global_g0.5_qc0	"IMS-Cloud (CTF, MMnight)"	Cld.Frac	empty	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_cfr.png	empty	mm_1
Cloud	Height	night	Month	_ims_metopc_tir_qnrt_	cth	_night	_global_g0.5_qc0	"IMS-Cloud (CTh, MMnight)"	Cld.Hgt	km	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_cth.png	empty	mm_1
CO	Total	day	Month	_ims_metopc_tir_qnrt_	c04	_day	_global_g0.5_qc0	"IMS-CO (Total Col, MM_day)"	CO	xppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_c04.png	empty	mm_1
CO	0-6km	day	Month	_ims_metopc_tir_qnrt_	c02	_day	_global_g0.5_qc0	"IMS-CO (0-6km, MM_day)"	CO	xppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_c02.png	empty	mm_1
CO	6-12km	day	Month	_ims_metopc_tir_qnrt_	c08	_day	_global_g0.5_qc0	"IMS-CO (6-12km, MM_day)"	CO	xppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_c08.png	empty	mm_1
CO	Total	night	Month	_ims_metopc_tir_qnrt_	c04	_night	_global_g0.5_qc0	"IMS-CO (Total Col, MMnight)"	CO	xppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_c04.png	empty	mm_1
CO	0-6km	night	Month	_ims_metopc_tir_qnrt_	c02	_night	_global_g0.5_qc0	"IMS-CO (0-6km, MMnight)"	CO	xppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_c02.png	empty	mm_1
CO	6-12km	night	Month	_ims_metopc_tir_qnrt_	c08	_night	_global_g0.5_qc0	"IMS-CO (6-12km, MMnight)"	CO	xppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_c08.png	empty	mm_1
HCOOH	Column_Average	day	Month	_ims_metopc_tir_qnrt_	hcooh	_day	_global_g0.5_qc0	IMS-HCOOH(MM_day)	HCOOH	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_hcooh.png	empty	mm_1
HCOOH	Column_Average	night	Month	_ims_metopc_tir_qnrt_	hcooh	_night	_global_g0.5_qc0	IMS-HCOOH(MMnight)	HCOOH	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_hcooh.png	empty	mm_1
HNO3	Column_Average	day	Month	_ims_metopc_tir_qnrt_	hno3	_day	_global_g0.5_qc0	IMS-HNO3 (MM_day)	HNO3	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_nh3.png	empty	mm_1
HNO3	Column_Average	night	Month	_ims_metopc_tir_qnrt_	hno3	_night	_global_g0.5_qc0	IMS-HNO3 (MMnight)	HNO3	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_nh3.png	empty	mm_1
NH3	Column_Average	day	Month	_ims_metopc_tir_qnrt_	nh3	_day	_global_g0.5_qc0	IMS-NH3 (MM_day)	NH3	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_nh3.png	empty	mm_1
NH3	Column_Average	night	Month	_ims_metopc_tir_qnrt_	nh3	_night	_global_g0.5_qc0	IMS-NH3 (MMnight)	NH3	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_nh3.png	empty	mm_1
Ozone	Total	day	Month	_ims_metopc_tir_qnrt_	o04	_day	_global_g0.5_qc0	"IMS-Ozone (Total Col, MM_day)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o04.png	empty	mm_1
Ozone	0-6km	day	Month	_ims_metopc_tir_qnrt_	o02	_day	_global_g0.5_qc0	"IMS-Ozone (0-6km, MM_day)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o02.png	empty	mm_1
Ozone	6-12km	day	Month	_ims_metopc_tir_qnrt_	o08	_day	_global_g0.5_qc0	"IMS-Ozone (6-12km, MM_day)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o08.png	empty	mm_1
Ozone	Total	night	Month	_ims_metopc_tir_qnrt_	o04	_night	_global_g0.5_qc0	"IMS-Ozone (Total Col, MMnight)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o04.png	empty	mm_1
Ozone	0-6km	night	Month	_ims_metopc_tir_qnrt_	o02	_night	_global_g0.5_qc0	"IMS-Ozone (0-6km, MMnight)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o02.png	empty	mm_1
Ozone	6-12km	night	Month	_ims_metopc_tir_qnrt_	o08	_night	_global_g0.5_qc0	"IMS-Ozone (6-12km, MMnight)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o08.png	empty	mm_1
SO2	Column_Average	day	Month	_ims_metopc_tir_qnrt_	so2	_day	_global_g0.5_qc0	IMS-SO2 (MM_day)	SO2	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_so2.png	empty	mm_1
SO2	Column_Average	night	Month	_ims_metopc_tir_qnrt_	so2	_night	_global_g0.5_qc0	IMS-SO2 (MMnight)	SO2	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_so2.png	empty	mm_1
Surface Emissivity	M-IR Emissivity	day	Month	_ims_metopc_tir_qnrt_	emis	_day	_global_g0.5_qc0	IMS-IR-emis(MM_day)	EMIS	false colour	empty	empty	mm_1
Surface Emissivity	SW-IR Emissivity	day	Month	_ims_metopc_tir_qnrt_	swem	_day	_global_g0.5_qc0	IMS-SWIR-emis(MM_day)	EMIS	false colour	empty	empty	mm_1
Surface Emissivity	Microwave Emissivity	day	Month	_ims_metopc_tir_qnrt_	mwem	_day	_global_g0.5_qc0	IMS-MW-emis(MM_day)	EMIS	false colour	empty	empty	mm_1
Surface Emissivity	M-IR Emissivity	night	Month	_ims_metopc_tir_qnrt_	emis	_night	_global_g0.5_qc0	IMS-IR-emis(MMnight)	EMIS	false colour	empty	empty	mm_1
Surface Emissivity	SW-IR Emissivity	night	Month	_ims_metopc_tir_qnrt_	swem	_night	_global_g0.5_qc0	IMS-SWIR-emis(MMnight)	EMIS	false colour	empty	empty	mm_1
Surface Emissivity	Microwave Emissivity	night	Month	_ims_metopc_tir_qnrt_	mwem	_night	_global_g0.5_qc0	IMS-MW-emis(MMnight)	EMIS	false colour	empty	empty	mm_1
Temperature	Surface	day	Month	_ims_metopc_tir_qnrt_	tsk	_day	_global_g0.5_qc0	"IMS-T (Surface, MM_day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_tsk.png	empty	mm_1
Temperature	1km	day	Month	_ims_metopc_tir_qnrt_	t01	_day	_global_g0.5_qc0	"IMS-T (1km, MM_day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t01.png	empty	mm_1
Temperature	4km	day	Month	_ims_metopc_tir_qnrt_	t04	_day	_global_g0.5_qc0	"IMS-T (4km, MM_day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t04.png	empty	mm_1
Temperature	8km	day	Month	_ims_metopc_tir_qnrt_	t08	_day	_global_g0.5_qc0	"IMS-T (8km, MM_day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t08.png	empty	mm_1
Temperature	11km	day	Month	_ims_metopc_tir_qnrt_	t11	_day	_global_g0.5_qc0	"IMS-T (11km, MM_day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t11.png	empty	mm_1
Temperature	15km	day	Month	_ims_metopc_tir_qnrt_	t15	_day	_global_g0.5_qc0	"IMS-T (15km, MM_day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t15.png	empty	mm_1
Temperature	20km	day	Month	_ims_metopc_tir_qnrt_	t20	_day	_global_g0.5_qc0	"IMS-T (20km, MM_day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t20.png	empty	mm_1
Temperature	Surface	night	Month	_ims_metopc_tir_qnrt_	tsk	_night	_global_g0.5_qc0	"IMS-T (Surface, MMnight)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_tsk.png	empty	mm_1
Temperature	1km	night	Month	_ims_metopc_tir_qnrt_	t01	_night	_global_g0.5_qc0	"IMS-T (1km, MMnight)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t01.png	empty	mm_1
Temperature	4km	night	Month	_ims_metopc_tir_qnrt_	t04	_night	_global_g0.5_qc0	"IMS-T (4km, MMnight)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t04.png	empty	mm_1
Temperature	8km	night	Month	_ims_metopc_tir_qnrt_	t08	_night	_global_g0.5_qc0	"IMS-T (8km, MMnight)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t08.png	empty	mm_1
Temperature	11km	night	Month	_ims_metopc_tir_qnrt_	t11	_night	_global_g0.5_qc0	"IMS-T (11km, MMnight)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t11.png	empty	mm_1
Temperature	15km	night	Month	_ims_metopc_tir_qnrt_	t15	_night	_global_g0.5_qc0	"IMS-T (15km, MMnight)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t15.png	empty	mm_1
Temperature	20km	night	Month	_ims_metopc_tir_qnrt_	t20	_night	_global_g0.5_qc0	"IMS-T (20km, MMnight)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t20.png	empty	mm_1
Water	TPW	day	Month	_ims_metopc_tir_qnrt_	tpw	_day	_global_g0.5_qc0	IMS-TPW (MM_day)	TPW	mm	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_tpw.png	empty	mm_1
Water	1km	day	Month	_ims_metopc_tir_qnrt_	w01	_day	_global_g0.5_qc0	"IMS-H2O (1km, MM_day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w01.png	empty	mm_1
Water	4km	day	Month	_ims_metopc_tir_qnrt_	w04	_day	_global_g0.5_qc0	"IMS-H2O (4km, MM_day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w04.png	empty	mm_1
Water	8km	day	Month	_ims_metopc_tir_qnrt_	w08	_day	_global_g0.5_qc0	"IMS-H2O (8km, MM_day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w08.png	empty	mm_1
Water	11km	day	Month	_ims_metopc_tir_qnrt_	w11	_day	_global_g0.5_qc0	"IMS-H2O (11km, MM_day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w11.png	empty	mm_1
Water	15km	day	Month	_ims_metopc_tir_qnrt_	w15	_day	_global_g0.5_qc0	"IMS-H2O (15km, MM_day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w15.png	empty	mm_1
Water	20km	day	Month	_ims_metopc_tir_qnrt_	w20	_day	_global_g0.5_qc0	"IMS-H2O (20km, MM_day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w20.png	empty	mm_1
Water	TPW	night	Month	_ims_metopc_tir_qnrt_	tpw	_night	_global_g0.5_qc0	IMS-TPW (MMnight)	TPW	mm	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_tpw.png	empty	mm_1
Water	1km	night	Month	_ims_metopc_tir_qnrt_	w01	_night	_global_g0.5_qc0	"IMS-H2O (1km, MMnight)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w01.png	empty	mm_1
Water	4km	night	Month	_ims_metopc_tir_qnrt_	w04	_night	_global_g0.5_qc0	"IMS-H2O (4km, MMnight)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w04.png	empty	mm_1
Water	8km	night	Month	_ims_metopc_tir_qnrt_	w08	_night	_global_g0.5_qc0	"IMS-H2O (8km, MMnight)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w08.png	empty	mm_1
Water	11km	night	Month	_ims_metopc_tir_qnrt_	w11	_night	_global_g0.5_qc0	"IMS-H2O (11km, MMnight)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w11.png	empty	mm_1
Water	15km	night	Month	_ims_metopc_tir_qnrt_	w15	_night	_global_g0.5_qc0	"IMS-H2O (15km, MMnight)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w15.png	empty	mm_1
Water	20km	night	Month	_ims_metopc_tir_qnrt_	w20	_night	_global_g0.5_qc0	"IMS-H2O (20km, MMnight)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w20.png	empty	mm_1
